order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
1635,510,Cancelled,F,2024-02-07 18:59:34,,,,2
1636,511,Processing,F,2023-05-09 02:37:04,,,,3
1637,511,Returned,F,2024-06-06 06:17:35,,,,3
1638,511,Shipped,F,2023-03-15 03:12:41,,,,3
1639,511,Cancelled,F,2023-03-19 23:48:34,,,,2
1640,512,Shipped,F,2023-02-28 13:41:11,,,,2
1641,512,Returned,F,2024-01-18 02:16:20,,,,2
1642,512,Complete,F,2024-01-25 20:28:51,,,,4
1643,512,Complete,F,2023-10-19 15:15:47,,,,1
1644,512,Cancelled,F,2023-12-28 14:06:47,,,,3
1645,513,Returned,M,2024-05-01 14:47:37,,,,2
1646,513,Complete,M,2023-09-04 22:14:45,,,,3
1647,514,Processing,F,2023-06-26 08:42:25,,,,2
1648,514,Complete,F,2022-12-03 12:16:35,,,,3
1649,514,Complete,F,2022-04-07 02:58:15,,,,4
1650,514,Returned,F,2023-03-29 00:24:40,,,,4
1651,514,Complete,F,2022-05-13 23:36:26,,,,4
1652,514,Complete,F,2022-11-28 09:11:58,,,,3
1653,516,Shipped,F,2024-02-23 02:57:47,,,,2
1654,516,Shipped,F,2024-03-06 02:24:34,,,,2
1655,517,Complete,M,2023-10-26 22:48:10,,,,3
1656,518,Complete,M,2023-12-29 07:49:31,,,,3
1657,518,Complete,M,2023-03-17 20:08:57,,,,3
1658,518,Complete,M,2024-01-20 01:52:48,,,,4
1659,518,Shipped,M,2024-03-11 14:57:42,,,,3
1660,518,Shipped,M,2023-12-17 07:18:28,,,,2
1661,518,Complete,M,2023-12-01 08:15:02,,,,2
1662,518,Complete,M,2023-02-17 07:49:34,,,,1
1663,519,Processing,F,2023-11-08 22:48:30,,,,1
1664,521,Processing,M,2023-11-09 12:01:45,,,,4
1665,521,Cancelled,M,2024-01-14 03:52:17,,,,1
1666,521,Returned,M,2023-10-14 06:57:31,,,,4
1667,522,Complete,F,2024-02-03 17:25:26,,,,4
1668,522,Complete,F,2024-02-04 03:54:39,,,,3
1669,522,Complete,F,2024-04-18 08:06:33,,,,4
1670,522,Cancelled,F,2024-04-21 21:52:27,,,,1
1671,523,Cancelled,F,2023-06-27 15:07:33,,,,4
1672,523,Complete,F,2022-10-09 14:21:39,,,,3
1673,523,Processing,F,2023-11-24 15:19:33,,,,4
1674,523,Shipped,F,2024-02-27 09:02:55,,,,2
1675,523,Complete,F,2023-07-05 09:58:07,,,,2
1676,524,Complete,F,2024-01-24 05:51:53,,,,1
1677,524,Complete,F,2023-08-03 00:13:39,,,,3
1678,524,Complete,F,2023-01-15 04:20:58,,,,2
1679,524,Cancelled,F,2023-07-19 01:16:41,,,,2
1680,525,Complete,F,2024-03-09 02:22:27,,,,2
1681,525,Complete,F,2024-04-01 02:48:41,,,,2
1682,525,Complete,F,2024-01-18 23:33:27,,,,2
1683,525,Complete,F,2024-05-06 12:46:19,,,,4
1684,525,Processing,F,2024-06-27 08:28:23,,,,2
1685,525,Complete,F,2023-11-10 00:48:01,,,,4
1686,525,Shipped,F,2024-01-13 06:54:36,,,,1
1687,526,Complete,M,2023-07-28 14:37:37,,,,2
1688,528,Shipped,M,2022-10-04 20:00:21,,,,2
1689,528,Shipped,M,2022-09-19 00:41:47,,,,1
1690,528,Shipped,M,2024-02-12 03:41:26,,,,4
1691,529,Complete,F,2023-10-28 01:37:42,,,,3
1692,529,Complete,F,2023-09-17 06:42:05,,,,3
1693,529,Complete,F,2023-03-04 18:15:29,,,,3
1694,529,Shipped,F,2023-05-13 22:19:34,,,,2
1695,530,Complete,F,2023-10-15 05:49:58,,,,3
1696,531,Complete,M,2023-10-18 05:53:11,,,,1
1697,531,Processing,M,2023-07-30 10:18:05,,,,1
1698,532,Complete,F,2024-02-24 08:46:16,,,,2
1699,532,Processing,F,2024-05-31 20:24:11,,,,2
1700,532,Complete,F,2024-06-13 14:20:30,,,,4
1701,532,Complete,F,2023-07-30 05:34:31,,,,1
1702,532,Shipped,F,2023-12-27 12:35:45,,,,2
1703,532,Shipped,F,2024-05-12 01:31:51,,,,3
1704,532,Cancelled,F,2024-06-21 19:22:41,,,,3
1705,534,Shipped,F,2023-06-15 18:16:16,,,,4
1706,534,Complete,F,2022-11-07 15:24:19,,,,3
1707,534,Shipped,F,2024-05-09 23:20:39,,,,4
1708,534,Processing,F,2023-10-29 07:11:47,,,,3
1709,535,Complete,F,2024-03-18 15:40:46,,,,4
1710,535,Shipped,F,2024-05-30 06:21:21,,,,3
1711,535,Complete,F,2024-02-17 19:31:42,,,,4
1712,536,Cancelled,F,2022-06-28 14:13:56,,,,4
1713,536,Processing,F,2022-12-21 18:40:49,,,,2
1714,537,Returned,M,2024-06-15 09:44:57,,,,1
1715,537,Shipped,M,2024-06-05 04:29:40,,,,4
1716,537,Complete,M,2023-12-09 14:21:05,,,,4
1717,537,Complete,M,2023-01-03 02:44:03,,,,4
1718,537,Complete,M,2024-06-04 14:22:47,,,,1
1719,538,Complete,F,2023-08-23 18:24:25,,,,2
1720,538,Complete,F,2023-11-12 09:00:55,,,,4
1721,538,Shipped,F,2024-05-23 09:54:05,,,,3
1722,539,Processing,M,2023-10-04 21:26:31,,,,4
1723,539,Complete,M,2024-01-19 17:36:58,,,,2
1724,539,Complete,M,2023-04-14 06:39:25,,,,1
1725,539,Shipped,M,2022-10-19 22:15:51,,,,2
1726,539,Complete,M,2022-10-12 05:37:09,,,,4
1727,539,Cancelled,M,2023-12-30 04:36:42,,,,1
1728,539,Complete,M,2023-01-10 01:02:34,,,,4
1729,540,Complete,F,2024-03-17 04:41:26,,,,4
1730,540,Cancelled,F,2023-10-19 18:46:31,,,,1
1731,540,Complete,F,2023-07-04 02:41:09,,,,4
1732,540,Processing,F,2023-12-23 05:25:10,,,,2
1733,540,Complete,F,2023-11-22 15:01:00,,,,4
1734,541,Shipped,M,2024-05-11 06:20:37,,,,3
1735,541,Processing,M,2023-12-02 02:04:58,,,,1
1736,541,Shipped,M,2022-11-19 17:01:15,,,,1
1737,542,Complete,M,2023-11-06 23:20:23,,,,4
1738,542,Complete,M,2023-03-26 15:43:11,,,,2
1739,542,Complete,M,2022-03-24 21:33:29,,,,2
1740,543,Shipped,F,2023-12-30 15:58:56,,,,2
1741,543,Complete,F,2024-01-29 11:42:49,,,,2
1742,543,Complete,F,2024-06-09 17:56:36,,,,3
1743,543,Complete,F,2024-03-24 14:01:43,,,,1
1744,545,Processing,M,2023-04-18 00:10:59,,,,2
1745,545,Processing,M,2024-06-22 11:56:42,,,,3
1746,545,Shipped,M,2024-03-23 10:10:47,,,,2
1747,545,Complete,M,2023-04-23 06:32:07,,,,3
1748,545,Complete,M,2024-01-01 13:53:04,,,,1
1749,545,Shipped,M,2023-11-20 23:05:05,,,,2
1750,545,Cancelled,M,2023-12-22 07:15:56,,,,1
1751,546,Cancelled,M,2024-05-28 19:50:22,,,,1
1752,546,Shipped,M,2023-12-24 02:49:22,,,,3
1753,546,Shipped,M,2023-12-29 21:52:27,,,,4
1754,546,Shipped,M,2024-02-13 09:13:40,,,,3
1755,547,Processing,M,2024-01-02 18:50:32,,,,3
1756,548,Cancelled,F,2023-01-22 14:35:28,,,,4
1757,548,Complete,F,2023-08-26 09:31:39,,,,2
1758,549,Shipped,F,2023-09-01 15:27:02,,,,1
1759,549,Shipped,F,2023-11-08 17:58:15,,,,2
1760,549,Cancelled,F,2024-04-14 18:09:28,,,,4
1761,549,Returned,F,2023-11-29 12:10:57,,,,2
1762,549,Complete,F,2023-08-05 07:48:09,,,,1
1763,549,Cancelled,F,2024-06-03 01:08:30,,,,3
1764,549,Complete,F,2024-03-17 22:14:21,,,,4
1765,550,Processing,M,2023-12-10 12:50:18,,,,4
1766,550,Complete,M,2023-02-28 00:46:00,,,,2
1767,550,Complete,M,2023-12-07 23:35:36,,,,4
1768,550,Complete,M,2023-02-23 01:45:06,,,,3
1769,551,Complete,F,2022-03-11 02:47:50,,,,1
1770,551,Shipped,F,2022-05-16 07:01:16,,,,1
1771,551,Complete,F,2023-07-01 09:09:30,,,,3
1772,551,Processing,F,2023-03-04 23:40:45,,,,4
1773,551,Returned,F,2024-05-24 00:12:02,,,,3
1774,551,Complete,F,2022-03-11 13:05:45,,,,3
1775,551,Complete,F,2023-08-29 18:41:43,,,,1
1776,553,Cancelled,F,2023-10-03 11:30:58,,,,3
1777,553,Shipped,F,2023-05-22 22:28:53,,,,3
1778,553,Shipped,F,2023-04-20 09:03:04,,,,2
1779,554,Returned,M,2023-12-19 23:29:47,,,,1
1780,554,Cancelled,M,2024-05-13 01:02:24,,,,3
1781,554,Shipped,M,2024-02-20 09:27:55,,,,2
1782,556,Complete,M,2024-02-26 16:16:24,,,,2
1783,557,Complete,M,2024-04-20 05:44:52,,,,1
1784,557,Cancelled,M,2023-11-20 02:56:25,,,,2
1785,557,Complete,M,2022-12-21 04:00:23,,,,3
1786,557,Complete,M,2022-12-03 00:27:41,,,,3
1787,557,Processing,M,2024-04-19 05:32:27,,,,2
1788,557,Cancelled,M,2023-09-29 22:41:29,,,,3
1789,557,Complete,M,2024-03-30 23:47:50,,,,1
1790,558,Complete,M,2024-01-05 20:20:01,,,,4
1791,558,Complete,M,2023-08-12 14:53:54,,,,4
1792,558,Complete,M,2024-05-12 15:12:04,,,,3
1793,558,Returned,M,2023-07-09 02:36:52,,,,2
1794,558,Processing,M,2024-03-03 01:48:53,,,,1
1795,558,Cancelled,M,2023-02-09 05:54:13,,,,1
1796,558,Processing,M,2023-11-25 06:15:12,,,,2
1797,559,Shipped,M,2023-10-11 15:21:27,,,,4
1798,559,Shipped,M,2024-02-13 13:32:47,,,,2
1799,559,Complete,M,2023-09-30 21:26:00,,,,4
1800,559,Complete,M,2023-10-16 10:25:52,,,,3
1801,559,Complete,M,2023-10-17 00:01:18,,,,3
1802,559,Processing,M,2024-05-26 14:02:24,,,,3
1803,560,Cancelled,M,2023-02-22 16:29:04,,,,2
1804,560,Shipped,M,2023-12-07 01:24:29,,,,1
1805,560,Shipped,M,2023-06-21 15:22:48,,,,4
1806,560,Processing,M,2023-03-07 21:55:55,,,,2
1807,561,Complete,F,2024-06-29 20:00:55,,,,2
1808,561,Complete,F,2023-10-29 11:00:39,,,,2
1809,561,Returned,F,2024-06-14 13:01:04,,,,2
1810,561,Complete,F,2023-09-12 03:02:32,,,,4
1811,561,Complete,F,2024-02-01 16:28:54,,,,3
1812,561,Complete,F,2023-12-13 13:55:24,,,,1
1813,561,Complete,F,2023-12-10 22:35:53,,,,3
1814,562,Cancelled,F,2024-01-03 14:34:29,,,,3
1815,562,Complete,F,2024-02-14 11:42:50,,,,3
1816,562,Complete,F,2023-07-05 20:24:22,,,,2
1817,563,Returned,M,2024-06-09 14:32:51,,,,4
1818,563,Complete,M,2024-02-03 18:34:41,,,,2
1819,564,Complete,F,2024-05-27 20:48:28,,,,3
1820,564,Cancelled,F,2024-02-10 10:54:41,,,,1
1821,565,Processing,F,2023-12-19 18:06:21,,,,2
1822,566,Complete,F,2022-12-14 05:52:39,,,,4
1823,566,Cancelled,F,2022-06-15 05:05:47,,,,4
1824,566,Processing,F,2022-06-22 12:47:15,,,,1
1825,567,Complete,F,2023-10-14 06:51:22,,,,4
1826,567,Shipped,F,2023-12-28 04:17:46,,,,4
1827,567,Complete,F,2024-03-11 12:15:06,,,,1
1828,569,Complete,F,2023-12-22 17:20:32,,,,1
1829,569,Complete,F,2022-10-05 02:48:48,,,,4
1830,570,Complete,F,2023-08-17 23:07:59,,,,3
1831,571,Returned,M,2022-12-22 10:48:08,,,,2
1832,571,Cancelled,M,2023-03-14 17:10:18,,,,2
1833,571,Shipped,M,2023-02-12 07:51:28,,,,1
1834,571,Processing,M,2022-02-06 03:49:13,,,,4
1835,571,Complete,M,2022-03-01 15:31:19,,,,4
1836,571,Shipped,M,2022-05-18 13:09:36,,,,3
1837,571,Complete,M,2024-05-20 12:02:43,,,,2
1838,572,Complete,F,2023-06-22 22:49:57,,,,1
1839,572,Complete,F,2023-06-24 00:17:32,,,,3
1840,573,Complete,F,2024-01-16 06:12:01,,,,4
1841,573,Complete,F,2024-06-06 11:11:55,,,,1
1842,575,Complete,F,2024-03-31 23:19:11,,,,2
1843,576,Shipped,F,2024-04-07 13:50:47,,,,2
1844,576,Shipped,F,2024-01-13 19:00:58,,,,2
1845,577,Cancelled,M,2023-09-23 04:02:33,,,,2
1846,577,Shipped,M,2023-09-07 03:32:24,,,,1
1847,577,Shipped,M,2023-07-19 03:38:10,,,,3
1848,577,Complete,M,2024-04-22 06:15:35,,,,1
1849,578,Shipped,F,2024-01-16 05:19:07,,,,4
1850,578,Complete,F,2022-12-23 08:03:28,,,,1
1851,578,Shipped,F,2023-03-25 09:53:38,,,,3
1852,578,Complete,F,2023-02-24 06:32:48,,,,1
1853,579,Returned,M,2023-09-30 17:20:45,,,,3
1854,579,Shipped,M,2023-04-01 21:22:12,,,,3
1855,579,Processing,M,2024-03-05 10:00:48,,,,1
1856,579,Complete,M,2023-08-16 17:49:41,,,,3
1857,579,Complete,M,2023-01-27 08:55:03,,,,2
1858,579,Complete,M,2023-11-14 14:00:50,,,,3
1859,580,Shipped,M,2024-06-03 12:43:41,,,,3
1860,580,Complete,M,2024-05-15 14:03:27,,,,1
1861,580,Shipped,M,2023-12-26 18:11:06,,,,4
1862,580,Cancelled,M,2024-04-17 20:14:11,,,,4
1863,580,Complete,M,2024-06-09 21:45:19,,,,3
1864,580,Complete,M,2024-06-21 07:16:12,,,,3
1865,582,Shipped,M,2024-01-05 02:56:13,,,,3
1866,583,Cancelled,F,2023-02-16 13:45:07,,,,4
1867,583,Complete,F,2022-07-23 15:20:53,,,,3
1868,583,Complete,F,2023-04-06 05:02:32,,,,4
1869,583,Returned,F,2023-12-23 21:22:04,,,,1
1870,583,Cancelled,F,2022-05-10 13:56:51,,,,3
1871,583,Complete,F,2023-06-14 23:00:51,,,,2
1872,583,Shipped,F,2024-05-29 09:36:42,,,,4
1873,584,Complete,F,2023-07-14 22:38:18,,,,2
1874,584,Complete,F,2024-04-17 05:25:25,,,,3
1875,584,Complete,F,2023-06-17 06:02:58,,,,4
1876,584,Cancelled,F,2023-05-26 17:20:24,,,,2
1877,584,Returned,F,2024-03-25 14:15:42,,,,3
1878,584,Shipped,F,2024-01-04 09:11:08,,,,1
1879,584,Cancelled,F,2023-11-21 08:58:13,,,,3
1880,585,Complete,F,2023-12-19 11:41:29,,,,2
1881,585,Cancelled,F,2023-02-16 01:08:39,,,,4
1882,585,Complete,F,2023-09-24 08:20:18,,,,1
1883,585,Complete,F,2023-02-27 05:46:44,,,,4
1884,585,Processing,F,2023-03-02 10:58:20,,,,4
1885,585,Processing,F,2024-06-27 02:12:10,,,,3
1886,585,Shipped,F,2024-05-01 08:46:24,,,,4
1887,586,Cancelled,F,2024-03-09 17:36:26,,,,2
1888,586,Processing,F,2023-04-23 07:55:30,,,,4
1889,586,Returned,F,2024-04-07 18:31:07,,,,2
1890,586,Complete,F,2024-03-18 10:21:20,,,,3
1891,586,Processing,F,2024-05-31 09:49:08,,,,4
1892,586,Returned,F,2023-09-25 08:49:28,,,,3
1893,586,Complete,F,2024-05-29 05:07:10,,,,1
1894,587,Cancelled,F,2023-10-27 02:00:33,,,,4
1895,588,Complete,M,2022-06-26 21:00:59,,,,4
1896,588,Shipped,M,2023-12-31 19:10:16,,,,2
1897,588,Shipped,M,2024-03-23 10:40:20,,,,1
1898,588,Returned,M,2023-09-28 05:24:14,,,,2
1899,588,Complete,M,2023-07-12 17:03:08,,,,3
1900,588,Cancelled,M,2023-11-03 12:38:39,,,,3
1901,588,Returned,M,2024-03-24 10:58:53,,,,2
1902,589,Processing,F,2024-01-18 08:38:42,,,,3
1903,589,Complete,F,2024-03-08 20:52:50,,,,3
1904,589,Complete,F,2023-12-29 03:15:24,,,,4
1905,589,Shipped,F,2024-03-24 11:10:50,,,,2
1906,589,Complete,F,2024-03-24 09:32:51,,,,2
1907,589,Shipped,F,2024-05-24 06:58:59,,,,1
1908,590,Returned,F,2024-02-12 04:53:41,,,,1
1909,591,Processing,M,2023-10-15 18:05:21,,,,4
1910,592,Complete,M,2022-09-16 13:22:10,,,,4
1911,592,Complete,M,2022-10-22 08:58:31,,,,3
1912,592,Returned,M,2022-12-14 23:41:06,,,,3
1913,592,Shipped,M,2022-11-17 14:52:47,,,,3
1914,592,Complete,M,2023-10-09 03:07:37,,,,2
1915,593,Complete,M,2023-11-26 10:12:07,,,,3
1916,593,Shipped,M,2022-07-26 17:51:13,,,,2
1917,593,Shipped,M,2024-04-09 01:22:15,,,,3
1918,593,Returned,M,2022-08-30 18:14:00,,,,2
1919,593,Complete,M,2023-03-24 08:45:27,,,,1
1920,593,Processing,M,2024-05-16 04:49:49,,,,4
1921,593,Processing,M,2023-05-20 00:33:15,,,,1
1922,596,Complete,M,2024-06-16 21:48:11,,,,1
1923,596,Complete,M,2024-06-22 12:22:03,,,,3
1924,596,Cancelled,M,2023-12-24 09:08:33,,,,1
1925,596,Processing,M,2023-07-28 04:36:11,,,,4
1926,598,Shipped,F,2024-06-26 09:46:33,,,,1
1927,598,Processing,F,2023-07-22 09:26:55,,,,3
1928,598,Complete,F,2023-03-13 14:08:19,,,,3
1929,598,Cancelled,F,2024-06-28 15:57:45,,,,4
1930,598,Complete,F,2023-12-23 08:21:53,,,,3
1931,599,Cancelled,M,2023-06-29 23:12:33,,,,4
1932,599,Complete,M,2023-09-10 14:33:57,,,,2
1933,599,Shipped,M,2023-11-25 21:18:24,,,,3
1934,599,Complete,M,2024-05-30 08:49:29,,,,2
1935,600,Returned,M,2023-08-30 23:04:23,,,,4
1936,600,Complete,M,2023-12-19 21:55:31,,,,1
1937,600,Cancelled,M,2024-03-15 09:17:06,,,,3
1938,600,Complete,M,2024-04-04 06:56:35,,,,1
1939,600,Cancelled,M,2023-09-12 12:35:52,,,,2
1940,600,Cancelled,M,2023-02-26 02:55:53,,,,2
1941,601,Complete,M,2024-03-17 21:27:07,,,,3
1942,601,Complete,M,2024-03-09 03:38:57,,,,4
1943,601,Cancelled,M,2024-01-23 11:10:42,,,,3
1944,601,Shipped,M,2023-12-13 19:50:38,,,,4
1945,601,Shipped,M,2024-03-12 23:28:06,,,,4
1946,601,Complete,M,2023-12-22 13:19:15,,,,2
1947,601,Returned,M,2024-02-29 09:09:53,,,,2
1948,602,Cancelled,F,2024-02-06 08:24:46,,,,4
1949,602,Complete,F,2023-11-18 17:33:09,,,,1
1950,602,Complete,F,2024-06-16 21:36:01,,,,1
1951,602,Processing,F,2023-10-04 11:57:43,,,,2
1952,602,Shipped,F,2023-12-23 07:10:17,,,,3
1953,603,Complete,F,2022-09-20 14:15:02,,,,2
1954,604,Returned,M,2024-03-14 09:18:41,,,,4
1955,604,Shipped,M,2023-06-03 02:37:30,,,,4
1956,604,Shipped,M,2023-08-04 17:18:12,,,,2
1957,604,Processing,M,2023-04-04 18:10:17,,,,1
1958,604,Processing,M,2023-06-01 14:51:24,,,,4
1959,604,Shipped,M,2023-02-09 13:24:42,,,,2
1960,605,Shipped,M,2024-06-01 20:28:28,,,,4
1961,605,Complete,M,2023-09-20 11:53:35,,,,3
1962,605,Complete,M,2023-11-06 08:11:10,,,,4
1963,605,Cancelled,M,2023-12-03 16:54:15,,,,2
1964,605,Returned,M,2024-02-05 13:07:10,,,,3
1965,606,Complete,M,2024-03-08 13:24:38,,,,4
1966,606,Shipped,M,2023-09-30 18:22:59,,,,2
1967,606,Complete,M,2023-11-23 11:14:15,,,,4
1968,606,Shipped,M,2024-03-07 00:43:01,,,,4
1969,607,Shipped,F,2023-08-09 09:18:46,,,,3
1970,608,Processing,M,2023-01-09 18:45:35,,,,3
1971,609,Shipped,F,2024-03-22 13:45:02,,,,2
1972,609,Cancelled,F,2024-05-30 18:53:29,,,,4
1973,609,Shipped,F,2022-08-18 10:44:28,,,,4
1974,609,Complete,F,2022-05-13 02:51:28,,,,1
1975,610,Shipped,M,2024-01-09 23:41:07,,,,4
1976,610,Shipped,M,2023-11-04 21:02:54,,,,1
1977,610,Shipped,M,2023-12-13 12:55:50,,,,1
1978,610,Shipped,M,2023-03-03 06:00:37,,,,3
1979,610,Cancelled,M,2024-01-14 07:45:07,,,,3
1980,610,Cancelled,M,2022-11-17 02:28:30,,,,3
1981,611,Complete,F,2024-01-30 13:27:14,,,,3
1982,611,Returned,F,2024-03-04 00:14:06,,,,2
1983,611,Complete,F,2024-04-06 01:14:12,,,,4
1984,611,Complete,F,2024-04-03 00:32:10,,,,3
1985,611,Complete,F,2024-01-18 07:12:31,,,,3
1986,611,Returned,F,2024-04-08 10:33:04,,,,1
1987,611,Shipped,F,2024-05-07 15:16:00,,,,1
1988,612,Cancelled,M,2024-01-22 20:18:35,,,,4
1989,612,Processing,M,2023-01-11 20:59:59,,,,3
1990,612,Complete,M,2022-07-09 16:16:46,,,,2
1991,612,Cancelled,M,2023-11-20 19:06:04,,,,2
1992,612,Complete,M,2023-12-03 06:58:42,,,,4
1993,612,Cancelled,M,2023-04-05 07:47:31,,,,3
1994,613,Complete,F,2023-12-28 19:23:31,,,,4
1995,614,Complete,M,2023-02-18 08:01:56,,,,4
1996,614,Complete,M,2024-01-17 15:03:14,,,,3
1997,614,Processing,M,2023-01-25 06:51:59,,,,1
1998,614,Complete,M,2022-12-03 13:37:43,,,,4
1999,614,Complete,M,2023-05-25 23:06:51,,,,1
2000,614,Cancelled,M,2024-05-20 21:31:23,,,,2
2001,615,Returned,F,2024-03-21 21:19:40,,,,3
2002,615,Complete,F,2024-06-29 16:54:56,,,,4
2003,615,Returned,F,2024-05-06 09:28:32,,,,1
2004,616,Complete,M,2022-09-25 22:03:04,,,,3
2005,616,Complete,M,2022-11-13 09:01:31,,,,2
2006,616,Shipped,M,2023-12-28 04:17:29,,,,2
2007,616,Complete,M,2024-03-04 16:44:42,,,,3
2008,616,Processing,M,2023-06-16 17:09:51,,,,2
2009,616,Shipped,M,2024-02-01 06:10:54,,,,1
2010,617,Complete,M,2023-04-10 05:13:28,,,,2
2011,617,Shipped,M,2023-09-20 22:48:05,,,,3
2012,617,Shipped,M,2022-11-17 19:22:28,,,,2
2013,617,Complete,M,2024-04-02 14:00:04,,,,2
2014,617,Complete,M,2023-08-13 22:26:47,,,,1
2015,618,Returned,M,2023-05-08 01:19:12,,,,4
2016,618,Shipped,M,2023-06-09 02:45:48,,,,1
2017,618,Processing,M,2023-02-11 17:20:11,,,,1
2018,618,Processing,M,2024-05-30 21:27:05,,,,3
2019,618,Processing,M,2023-05-23 20:47:42,,,,3
2020,618,Complete,M,2022-02-11 21:24:52,,,,1
2021,619,Cancelled,F,2024-06-09 13:26:07,,,,4
2022,619,Complete,F,2024-04-24 04:17:57,,,,4
2023,619,Complete,F,2024-05-07 17:30:11,,,,4
2024,619,Shipped,F,2024-04-27 00:04:23,,,,2
2025,619,Complete,F,2023-11-14 11:19:36,,,,4
2026,619,Complete,F,2024-01-08 18:52:43,,,,1
2027,620,Complete,F,2023-07-31 03:35:36,,,,4
2028,620,Shipped,F,2024-01-24 14:31:34,,,,4
2029,620,Complete,F,2023-07-25 01:08:23,,,,1
2030,620,Complete,F,2024-03-16 08:01:18,,,,2
2031,620,Shipped,F,2024-01-01 04:04:11,,,,3
2032,620,Shipped,F,2024-02-19 15:46:06,,,,3
2033,620,Complete,F,2023-09-20 22:48:05,,,,4
2034,621,Shipped,F,2023-01-25 01:34:07,,,,4
2035,621,Returned,F,2022-05-14 20:11:42,,,,1
2036,621,Complete,F,2024-04-07 08:45:22,,,,4
2037,621,Returned,F,2022-03-25 19:02:32,,,,1
2038,622,Processing,F,2023-12-28 00:43:50,,,,3
2039,622,Complete,F,2023-07-10 13:02:26,,,,2
2040,622,Returned,F,2024-05-17 22:25:31,,,,1
2041,622,Processing,F,2023-11-27 04:51:38,,,,1
2042,622,Complete,F,2023-11-19 06:23:41,,,,2
2043,623,Shipped,M,2023-11-16 22:16:36,,,,1
2044,623,Shipped,M,2023-08-09 14:43:09,,,,1
2045,623,Processing,M,2024-04-01 21:05:15,,,,4
2046,623,Cancelled,M,2023-08-13 01:30:20,,,,4
2047,623,Cancelled,M,2023-09-26 06:27:08,,,,4
2048,623,Processing,M,2023-03-26 20:46:58,,,,1
2049,623,Complete,M,2023-12-25 18:55:43,,,,1
2050,624,Processing,F,2024-05-14 16:01:20,,,,1
2051,624,Processing,F,2024-05-15 13:59:14,,,,2
2052,625,Complete,M,2023-07-13 02:47:10,,,,2
2053,625,Processing,M,2023-11-09 16:00:56,,,,1
2054,625,Complete,M,2022-07-29 06:50:40,,,,4
2055,625,Shipped,M,2024-02-19 06:58:02,,,,3
2056,625,Complete,M,2022-07-03 08:25:56,,,,3
2057,625,Processing,M,2023-03-16 21:03:42,,,,2
2058,625,Cancelled,M,2023-07-16 19:53:32,,,,2
2059,627,Cancelled,M,2023-07-24 19:26:42,,,,2
2060,627,Complete,M,2023-08-29 20:47:08,,,,1
2061,627,Cancelled,M,2024-05-05 12:18:49,,,,1
2062,627,Complete,M,2024-06-29 11:57:18,,,,3
2063,627,Complete,M,2023-10-01 14:39:21,,,,3
2064,628,Cancelled,F,2023-08-04 04:19:54,,,,1
2065,628,Complete,F,2022-11-04 20:31:49,,,,1
2066,628,Returned,F,2023-06-15 01:59:20,,,,2
2067,630,Complete,M,2023-10-25 18:46:16,,,,2
2068,630,Shipped,M,2023-09-21 15:23:33,,,,4
2069,630,Shipped,M,2024-06-16 08:32:43,,,,4
2070,631,Cancelled,M,2022-07-25 06:25:52,,,,3
2071,632,Shipped,M,2024-02-05 23:40:34,,,,4
2072,632,Processing,M,2022-07-22 22:11:47,,,,4
2073,632,Complete,M,2023-05-05 10:09:09,,,,1
2074,632,Complete,M,2023-03-30 21:57:12,,,,4
2075,632,Complete,M,2024-04-13 22:41:31,,,,3
2076,633,Cancelled,F,2023-09-09 13:14:11,,,,4
2077,633,Complete,F,2023-12-03 13:27:40,,,,3
2078,633,Processing,F,2023-09-16 09:25:59,,,,2
2079,633,Cancelled,F,2024-03-07 19:17:10,,,,2
2080,633,Shipped,F,2024-06-15 10:36:54,,,,1
2081,633,Complete,F,2023-12-01 02:53:36,,,,3
2082,633,Complete,F,2024-05-08 19:28:28,,,,4
2083,634,Processing,M,2022-11-19 09:31:34,,,,3
2084,634,Complete,M,2023-03-13 23:50:39,,,,3
2085,634,Complete,M,2024-01-29 10:14:49,,,,4
2086,634,Complete,M,2024-01-14 23:32:09,,,,1
2087,635,Processing,M,2023-11-16 20:41:07,,,,1
2088,635,Complete,M,2022-06-29 20:52:18,,,,1
2089,635,Returned,M,2024-01-01 02:34:50,,,,4
2090,635,Complete,M,2023-12-22 03:15:34,,,,4
2091,636,Complete,F,2023-12-22 14:39:39,,,,3
2092,636,Returned,F,2023-03-11 08:23:59,,,,4
2093,636,Complete,F,2023-07-12 01:57:30,,,,2
2094,636,Complete,F,2023-06-22 10:52:09,,,,4
2095,637,Shipped,F,2023-04-29 16:37:43,,,,2
2096,637,Complete,F,2023-05-18 10:03:05,,,,3
2097,637,Shipped,F,2024-02-22 22:59:47,,,,4
2098,637,Complete,F,2024-04-23 07:04:01,,,,2
2099,638,Cancelled,F,2024-06-04 14:06:55,,,,2
2100,638,Complete,F,2023-10-08 17:19:37,,,,1
2101,638,Complete,F,2024-06-02 11:42:46,,,,3
2102,638,Complete,F,2023-10-25 21:35:59,,,,3
2103,639,Returned,F,2023-04-09 03:42:09,,,,3
2104,640,Cancelled,F,2023-12-04 13:31:58,,,,2
2105,640,Complete,F,2024-01-24 21:41:23,,,,1
2106,642,Processing,M,2024-05-04 18:40:11,,,,2
2107,642,Complete,M,2023-05-14 04:43:56,,,,2
